timestamp,puechabon_rainfall (mm),puechabon_evapotranspiration (mm),puechabon_global_radiation (MJ.m-2),puechabon_gross_primary_production (gC/m2),puechabon_ecosystem_respiration (gC/m2),puechabon_net (gC/m2),puechabon_photosynthetic_active_radiation (mol.m-2),puechabon_air_temperature_average (°C),puechabon_soil_temperature (°C)
2011-10-22 01:00:00,421.6,7.78747681224936,180.24924730302,41.6487461039999,88.8834917519999,47.2347337679997,386.917936326,10.782457,12.7031172839506
2012-07-28 01:00:00,56.8,35.6280811608803,410.7043836,60.692536224,70.910279064,10.217743488,944.9895996,24.3442700322581,20.9175560035842
2012-09-22 01:00:00,142.8,29.0379539056733,167.642446726898,106.431809112,110.993870376,4.562065368,345.026758708242,14.7988539032258,15.3101960125448
2012-10-20 01:00:00,123.2,6.32476047042357,166.269861,68.96162232,85.656510936,16.694883432,339.7876542,9.563668805,11.0158368055556
2012-11-17 00:00:00,74.7,4.3003094515967,238.2586308,49.024583856,51.831986184,2.807402544,485.5073832,6.6723605016129,7.93052004928315
2013-09-21 01:00:00,77.4,13.0216461806622,180.1982178,34.132356288,38.305945872,4.173592392,330.8636286,15.6740263258161,16.0593125
2014-01-11 00:00:00,95.6,4.9940760723361,114.4689534,22.747130424,24.810339096,2.06320500000001,250.9957764,7.19446774193548,8.29763060035843
2014-08-23 01:00:00,431.6,37.8187978818679,460.1171754,59.002150248,66.8615180399999,7.85936325599997,913.4714826,19.0757,18.1393733813314
2014-09-20 01:00:00,68.8,29.9711110841528,326.728638,55.1808052559999,57.0515948639999,1.870786152,660.9369942,16.4524193548387,16.4497435035842
2014-10-18 01:00:00,263.2,7.63346400500089,151.1081226,32.5511388720001,36.710402256,4.15926381599999,312.700626,11.6987,12.7325949074074
